uniprot_gn_id	Subcellular.location..CC.	Intramembrane	Topological.domain	Transmembrane
Q9HCJ2	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane {ECO:0000269|PubMed:14595443, ECO:0000269|PubMed:21946559}; Single-pass type I membrane protein {ECO:0000269|PubMed:14595443, ECO:0000269|PubMed:21946559}.	NA	NA	TRANSMEM 528..548;  /note=Helical;  /evidence=ECO:0000255
Q86X29	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	NA	TOPO_DOM 1..259;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 281..649;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 260..280;  /note=Helical;  /evidence=ECO:0000255
P36941	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.	NA	TOPO_DOM 31..227;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 249..435;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 228..248;  /note=Helical;  /evidence=ECO:0000255
O95867	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:17008713}; Lipid-anchor, GPI-anchor {ECO:0000269|PubMed:17008713}.	NA	NA	NA
O958671	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:17008713}; Lipid-anchor, GPI-anchor {ECO:0000269|PubMed:17008713}.	NA	NA	NA
O958672	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:17008713}; Lipid-anchor, GPI-anchor {ECO:0000269|PubMed:17008713}.	NA	NA	NA
O958673	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:17008713}; Lipid-anchor, GPI-anchor {ECO:0000269|PubMed:17008713}.	NA	NA	NA
O958674	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:17008713}; Lipid-anchor, GPI-anchor {ECO:0000269|PubMed:17008713}.	NA	NA	NA
O958675	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:17008713}; Lipid-anchor, GPI-anchor {ECO:0000269|PubMed:17008713}.	NA	NA	NA
O958676	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:17008713}; Lipid-anchor, GPI-anchor {ECO:0000269|PubMed:17008713}.	NA	NA	NA
Q9Y6Y9	SUBCELLULAR LOCATION: Secreted, extracellular space {ECO:0000269|PubMed:10359581, ECO:0000269|PubMed:11593030, ECO:0000305|PubMed:11274165}. Secreted {ECO:0000269|PubMed:11593030}. Note=Retained in the extracellular space at the cell surface by interaction with TLR4 (PubMed:10359581). {ECO:0000269|PubMed:10359581, ECO:0000269|PubMed:11593030}.	NA	NA	NA
Q9Y5Y7	SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:10037799}; Single-pass type I membrane protein {ECO:0000269|PubMed:10037799}. Note=Localized to the plasma membrane and in vesicles near extranuclear membranes which may represent trans-Golgi network (TGN) and endosomes/prelysosomeal compartments. Undergoes ligand-dependent internalization and recycling at the cell surface.	NA	TOPO_DOM 20..238;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 260..322;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 239..259;  /note=Helical;  /evidence=ECO:0000255
P20916	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:26179919}; Single-pass type I membrane protein {ECO:0000269|PubMed:26179919}. Membrane raft {ECO:0000250|UniProtKB:P07722}.	NA	TOPO_DOM 20..516;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 537..626;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 517..536;  /note=Helical;  /evidence=ECO:0000255
Q9Y5V3	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Nucleus {ECO:0000250}. Note=Expression shifts from the cytoplasm to the plasma membrane upon stimulation with NGF. {ECO:0000250}.	NA	NA	NA
Q9UEW3	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:9468508}; Single-pass type II membrane protein {ECO:0000305}.	NA	TOPO_DOM 1..43;  /note=Cytoplasmic;  /evidence=ECO:0000250|UniProtKB:Q60754; TOPO_DOM 65..520;  /note=Extracellular;  /evidence=ECO:0000250|UniProtKB:Q60754	TRANSMEM 44..64;  /note=Helical; Signal-anchor for type II membrane protein;  /evidence=ECO:0000255
P04201	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:16611642}; Multi-pass membrane protein {ECO:0000269|PubMed:16611642}.	NA	TOPO_DOM 1..36;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 62..65;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 87..104;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 129..149;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 173..185;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 207..224;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 246..263;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 285..325;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 37..61;  /note=Helical; Name=1;  /evidence=ECO:0000255; TRANSMEM 66..86;  /note=Helical; Name=2;  /evidence=ECO:0000255; TRANSMEM 105..128;  /note=Helical; Name=3;  /evidence=ECO:0000255; TRANSMEM 150..172;  /note=Helical; Name=4;  /evidence=ECO:0000255; TRANSMEM 186..206;  /note=Helical; Name=5;  /evidence=ECO:0000255; TRANSMEM 225..245;  /note=Helical; Name=6;  /evidence=ECO:0000255; TRANSMEM 264..284;  /note=Helical; Name=7;  /evidence=ECO:0000255
Q01726	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:31097585}; Multi-pass membrane protein {ECO:0000255}.	NA	TOPO_DOM 1..37;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 64..72;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 94..118;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 141..163;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 184..191;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 212..240;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 267..279;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 301..317;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 38..63;  /note=Helical; Name=1;  /evidence=ECO:0000255; TRANSMEM 73..93;  /note=Helical; Name=2;  /evidence=ECO:0000255; TRANSMEM 119..140;  /note=Helical; Name=3;  /evidence=ECO:0000255; TRANSMEM 164..183;  /note=Helical; Name=4;  /evidence=ECO:0000255; TRANSMEM 192..211;  /note=Helical; Name=5;  /evidence=ECO:0000255; TRANSMEM 241..266;  /note=Helical; Name=6;  /evidence=ECO:0000255; TRANSMEM 280..300;  /note=Helical; Name=7;  /evidence=ECO:0000255
Q01718	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.	NA	TOPO_DOM 1..23;  /note=Extracellular;  /evidence=ECO:0000250; TOPO_DOM 50..58;  /note=Cytoplasmic;  /evidence=ECO:0000250; TOPO_DOM 80..104;  /note=Extracellular;  /evidence=ECO:0000250; TOPO_DOM 127..147;  /note=Cytoplasmic;  /evidence=ECO:0000250; TOPO_DOM 169..180;  /note=Extracellular;  /evidence=ECO:0000250; TOPO_DOM 200..217;  /note=Cytoplasmic;  /evidence=ECO:0000250; TOPO_DOM 245..256;  /note=Extracellular;  /evidence=ECO:0000250; TOPO_DOM 279..297;  /note=Cytoplasmic;  /evidence=ECO:0000250	TRANSMEM 24..49;  /note=Helical; Name=1;  /evidence=ECO:0000250; TRANSMEM 59..79;  /note=Helical; Name=2;  /evidence=ECO:0000250; TRANSMEM 105..126;  /note=Helical; Name=3;  /evidence=ECO:0000250; TRANSMEM 148..168;  /note=Helical; Name=4;  /evidence=ECO:0000250; TRANSMEM 181..199;  /note=Helical; Name=5;  /evidence=ECO:0000250; TRANSMEM 218..244;  /note=Helical; Name=6;  /evidence=ECO:0000250; TRANSMEM 257..278;  /note=Helical; Name=7;  /evidence=ECO:0000250
P41968	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.	NA	TOPO_DOM 1..37;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 64..75;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 101..118;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 141..160;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 182..186;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 211..245;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 269..277;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 302..323;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 38..63;  /note=Helical; Name=1;  /evidence=ECO:0000255; TRANSMEM 76..100;  /note=Helical; Name=2;  /evidence=ECO:0000255; TRANSMEM 119..140;  /note=Helical; Name=3;  /evidence=ECO:0000255; TRANSMEM 161..181;  /note=Helical; Name=4;  /evidence=ECO:0000255; TRANSMEM 187..210;  /note=Helical; Name=5;  /evidence=ECO:0000255; TRANSMEM 246..268;  /note=Helical; Name=6;  /evidence=ECO:0000255; TRANSMEM 278..301;  /note=Helical; Name=7;  /evidence=ECO:0000255
P32245	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:25163632}; Multi-pass membrane protein {ECO:0000255}.	NA	TOPO_DOM 1..43;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 70..81;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 107..123;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 146..165;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 187..191;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 216..248;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 272..280;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 305..332;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 44..69;  /note=Helical; Name=1;  /evidence=ECO:0000255; TRANSMEM 82..106;  /note=Helical; Name=2;  /evidence=ECO:0000255; TRANSMEM 124..145;  /note=Helical; Name=3;  /evidence=ECO:0000255; TRANSMEM 166..186;  /note=Helical; Name=4;  /evidence=ECO:0000255; TRANSMEM 192..215;  /note=Helical; Name=5;  /evidence=ECO:0000255; TRANSMEM 249..271;  /note=Helical; Name=6;  /evidence=ECO:0000255; TRANSMEM 281..304;  /note=Helical; Name=7;  /evidence=ECO:0000255
P33032	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.	NA	TOPO_DOM 1..37;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 62..73;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 98..114;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 139..155;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 180..186;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 212..239;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 266..273;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 298..325;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 38..61;  /note=Helical; Name=1;  /evidence=ECO:0000255; TRANSMEM 74..97;  /note=Helical; Name=2;  /evidence=ECO:0000255; TRANSMEM 115..138;  /note=Helical; Name=3;  /evidence=ECO:0000255; TRANSMEM 156..179;  /note=Helical; Name=4;  /evidence=ECO:0000255; TRANSMEM 187..211;  /note=Helical; Name=5;  /evidence=ECO:0000255; TRANSMEM 240..265;  /note=Helical; Name=6;  /evidence=ECO:0000255; TRANSMEM 274..297;  /note=Helical; Name=7;  /evidence=ECO:0000255
P43121	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.	NA	TOPO_DOM 24..559;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 584..646;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 560..583;  /note=Helical;  /evidence=ECO:0000255
Q99705	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.	NA	TOPO_DOM 1..113;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 137..148;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 172..185;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 209..227;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 251..278;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 302..321;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 345..358;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 382..422;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 114..136;  /note=Helical; Name=1;  /evidence=ECO:0000255; TRANSMEM 149..171;  /note=Helical; Name=2;  /evidence=ECO:0000255; TRANSMEM 186..208;  /note=Helical; Name=3;  /evidence=ECO:0000255; TRANSMEM 228..250;  /note=Helical; Name=4;  /evidence=ECO:0000255; TRANSMEM 279..301;  /note=Helical; Name=5;  /evidence=ECO:0000255; TRANSMEM 322..344;  /note=Helical; Name=6;  /evidence=ECO:0000255; TRANSMEM 359..381;  /note=Helical; Name=7;  /evidence=ECO:0000255
Q969V1	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.	NA	TOPO_DOM 1..39;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 61..69;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 91..104;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 130..154;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 176..200;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 222..252;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 274..288;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 310..340;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 40..60;  /note=Helical; Name=1;  /evidence=ECO:0000255; TRANSMEM 70..90;  /note=Helical; Name=2;  /evidence=ECO:0000255; TRANSMEM 105..129;  /note=Helical; Name=3;  /evidence=ECO:0000255; TRANSMEM 155..175;  /note=Helical; Name=4;  /evidence=ECO:0000255; TRANSMEM 201..221;  /note=Helical; Name=5;  /evidence=ECO:0000255; TRANSMEM 253..273;  /note=Helical; Name=6;  /evidence=ECO:0000255; TRANSMEM 289..309;  /note=Helical; Name=7;  /evidence=ECO:0000255
Q12866	SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.	NA	TOPO_DOM 21..505;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 527..999;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 506..526;  /note=Helical;  /evidence=ECO:0000255
P08581	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Isoform 3]: Secreted.	NA	TOPO_DOM 25..932;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 956..1390;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 933..955;  /note=Helical;  /evidence=ECO:0000255
Q9BY79	SUBCELLULAR LOCATION: Apical cell membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.	NA	TOPO_DOM 1..69;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 91..579;  /note=Extracellular;  /evidence=ECO:0000255	TRANSMEM 70..90;  /note=Helical; Signal-anchor for type II membrane protein;  /evidence=ECO:0000255
O43193	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.	NA	TOPO_DOM 1..35;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 57..74;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 95..112;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 135..157;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 179..246;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 271..298;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 321..334;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 359..412;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 36..56;  /note=Helical; Name=1;  /evidence=ECO:0000255; TRANSMEM 75..94;  /note=Helical; Name=2;  /evidence=ECO:0000255; TRANSMEM 113..134;  /note=Helical; Name=3;  /evidence=ECO:0000255; TRANSMEM 158..178;  /note=Helical; Name=4;  /evidence=ECO:0000255; TRANSMEM 247..270;  /note=Helical; Name=5;  /evidence=ECO:0000255; TRANSMEM 299..320;  /note=Helical; Name=6;  /evidence=ECO:0000255; TRANSMEM 335..358;  /note=Helical; Name=7;  /evidence=ECO:0000255
Q9Y5R2	SUBCELLULAR LOCATION: [Matrix metalloproteinase-24]: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}. Golgi apparatus, trans-Golgi network membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}. Note=Recycled back to the plasma membrane through the trans-Golgi network via interaction with APBA3. {ECO:0000250}.; SUBCELLULAR LOCATION: [Processed matrix metalloproteinase-24]: Secreted, extracellular space, extracellular matrix {ECO:0000250}. Note=Also shed from cell surface as soluble proteinase, by a proteolytic cleavage. {ECO:0000250}.	NA	TOPO_DOM 53..602;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 624..645;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 603..623;  /note=Helical;  /evidence=ECO:0000255
Q16653	SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 5]: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 2]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 3]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 4]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 6]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 7]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 8]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 9]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.	NA	TOPO_DOM 30..154;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 176..210;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 232..247;  /note=Extracellular;  /evidence=ECO:0000255	TRANSMEM 155..175;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 211..231;  /note=Helical;  /evidence=ECO:0000255
Q166531	SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 5]: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 2]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 3]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 4]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 6]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 7]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 8]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 9]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.	NA	TOPO_DOM 30..154;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 176..210;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 232..247;  /note=Extracellular;  /evidence=ECO:0000255	TRANSMEM 155..175;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 211..231;  /note=Helical;  /evidence=ECO:0000255
Q166532	SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 5]: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 2]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 3]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 4]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 6]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 7]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 8]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 9]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.	NA	TOPO_DOM 30..154;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 176..210;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 232..247;  /note=Extracellular;  /evidence=ECO:0000255	TRANSMEM 155..175;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 211..231;  /note=Helical;  /evidence=ECO:0000255
Q166533	SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 5]: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 2]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 3]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 4]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 6]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 7]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 8]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 9]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.	NA	TOPO_DOM 30..154;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 176..210;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 232..247;  /note=Extracellular;  /evidence=ECO:0000255	TRANSMEM 155..175;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 211..231;  /note=Helical;  /evidence=ECO:0000255
